id,result,top1Sim,top2Sim,top3Sim,top4Sim,top5Sim,numberOfTitle,numberOfBody,numberOfCap,numberOfAcronym,isExclm,numberOfExclm,isQues,numberOfQues,isStartNum,hasNumber,isSuperlative,isQuote,numberOfQuote,isStart5W1H,isNeg,numberOfNeg,isPos,numberOfPos,isBaity,numberOfBaity,hasParenthesis,hasMoney,avgWordSent,isForwardReference,numberOfForwardReference,CLScore,rixScore,lixScore,formalityMeasure
858462320779026433,0,0.14466936572199732,1.6438596491228066,0.05180921052631579,0.1585725677830941,0.020526315789473684,38,1225,0,1,0,0,0,0,0,0,0,0,0,0,1,69,1,55,0,0,0,0,43.75,1,8,11.56022857142857,12,4,50.069129480614485
858421020331560960,1,1.0094906832298136,0.07770064547558153,0.2667207441055592,0.025362318840579712,0.0,34,395,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,13,0,0,0,0,19.75,1,2,12.63716455696202,10,3,50.220689655172414
858368123753435136,0,0.532967032967033,0.44020685197155784,0.10439560439560441,0.05929487179487179,0.06593406593406592,29,1053,0,0,0,0,0,0,0,0,1,0,0,0,1,42,1,22,0,0,0,0,50.142857142857146,1,6,9.335384615384612,12,4,50.09394904458599
858283602626347008,0,0.16818181818181818,0.6439393939393939,1.1625874125874125,0.0,0.0,34,503,0,0,0,0,0,0,0,1,0,0,0,0,1,25,1,13,0,0,0,0,22.863636363636363,1,3,11.48707753479125,11,3,50.14869888475837
858224473597779969,0,0.8090909090909091,0.4254545454545455,0.14573863636363635,0.27636363636363637,0.05757575757575757,18,203,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,6,0,0,0,0,14.5,1,2,12.804137931034482,8,2,50.1875
858222698367000577,0,0.0,0.375,0.09166666666666667,0.0,0.0,20,1291,0,0,0,0,0,0,0,1,0,0,0,0,1,63,1,25,0,0,0,0,36.885714285714286,1,3,12.232749806351663,12,4,50.14940239043825
858191667739987968,0,0.42857142857142855,0.15886699507389163,0.0,0.06512605042016806,0.0,14,232,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,8,1,1,0,0,14.5,1,1,8.415862068965517,6,1,50.09925093632959
858153572571197440,0,0.0,0.0,0.0,0.1780821917808219,0.203125,13,851,0,0,0,0,0,0,0,0,0,0,0,0,1,51,1,13,0,0,0,0,50.05882352941177,1,2,10.673278495887192,12,4,50.10096670247046
858150052782645249,0,1.4000000000000001,0.1388888888888889,0.0,0.2222222222222222,0.16896551724137931,34,233,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,4,0,0,0,0,29.125,1,3,13.290300429184548,12,4,50.1798418972332
858137811039465472,1,1.9333333333333331,0.0,0.07179487179487179,0.0,0.0,20,563,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,26,0,0,0,0,10.053571428571429,1,2,7.961207815275312,5,1,50.18798151001541
858070460814184448,1,1.0357142857142856,0.7892857142857143,0.16269841269841268,0.060714285714285714,0.0750915750915751,32,4061,0,1,0,0,0,0,0,1,0,0,0,0,1,120,1,137,0,0,0,0,23.61046511627907,1,9,8.510780595912333,8,2,50.12068965517241
858048368974733312,0,0.30818713450292395,0.09191919191919193,0.029166666666666667,0.0,0.059003831417624525,15,767,0,1,0,0,0,0,0,0,0,0,0,0,1,27,1,27,0,0,0,0,25.566666666666666,1,1,9.644067796610166,10,3,50.067966903073284
858033553468252160,0,0.6838095238095239,0.07142857142857142,0.0,0.06349206349206349,0.0,10,456,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,11,0,0,0,0,41.45454545454545,1,3,13.195438596491226,12,4,50.129778672032195
858025529429065729,0,1.0,0.0,0.0,0.0,0.0,7,184,0,0,0,0,1,1,0,0,0,0,0,0,1,6,1,4,0,0,0,0,18.4,0,0,7.868913043478258,7,2,50.06372549019608
857977494275846144,0,0.2507836990595611,0.19090909090909092,0.0,0.0,0.1575757575757576,23,1817,0,0,0,0,0,0,0,1,0,0,0,0,1,52,1,52,0,0,0,0,41.29545454545455,1,3,8.33648871766648,12,4,50.1139705882353
857970008269496320,0,1.0756923076923077,0.026495726495726495,0.05846153846153847,0.17035256410256408,0.0,21,685,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,22,0,0,0,0,57.083333333333336,1,2,10.720875912408758,12,4,50.062658227848104
857924202548088832,0,0.1597222222222222,0.5072463768115942,0.1270053475935829,0.18327505827505827,0.12606837606837606,18,717,0,0,0,0,0,0,0,0,0,1,1,0,1,31,1,20,0,0,0,0,34.142857142857146,1,2,12.765857740585773,12,4,50.15782983970407
857902233232527360,1,0.1625,0.0,0.0,1.5113636363636362,0.07765151515151515,14,1513,0,0,0,0,0,0,0,1,0,1,1,0,1,48,1,30,0,0,0,0,42.02777777777778,1,3,8.865591539986777,12,4,50.05810488676996
857883874663120898,0,1.5916666666666672,0.15,0.02291666666666667,0.1375,0.13829365079365077,41,997,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,23,0,0,0,0,41.541666666666664,1,9,12.498214643931796,12,4,50.10301953818828
857818691471380481,0,0.04183006535947713,0.0,0.46172839506172836,0.1736111111111111,0.0,29,1235,0,1,0,0,0,0,0,0,0,0,0,0,1,76,1,30,0,0,0,0,41.166666666666664,1,2,11.766866396761134,12,4,50.145833333333336
857681004047347713,1,0.0,0.1641025641025641,0.1476190476190476,0.020105820105820106,0.6571428571428571,23,461,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,6,0,0,0,0,41.90909090909091,1,5,9.028980477223424,12,4,50.09823182711198
857659646663962625,0,0.0,0.0,0.0,0.7752100840336134,0.08333333333333333,9,1221,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1,34,0,0,0,0,45.22222222222222,0,0,11.312923832923826,12,4,50.08945117605132
857588031318110208,0,1.6465909090909097,0.07305194805194805,0.07590909090909091,0.0,0.06118881118881119,42,941,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,24,0,0,0,0,42.77272727272727,1,7,11.077109458023383,12,4,50.090440487347706
857543708828467200,0,0.14097222222222222,0.9886200716845877,0.04722222222222222,0.014015151515151515,0.13712121212121212,32,1672,0,1,0,0,0,0,0,1,1,0,0,1,1,76,1,73,0,0,0,0,38.883720930232556,1,5,11.906818181818185,12,4,50.132383966244724
857542383784919040,0,0.19151515151515153,0.08456521739130435,0.7172222222222222,0.08531250000000001,0.17518518518518517,9,131,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,26.2,1,3,11.168549618320608,11,3,50.15483870967742
857497306077302785,0,0.2625,0.8864087301587302,0.13666666666666666,0.13095238095238093,0.0,29,445,0,1,0,0,0,0,0,1,0,0,0,0,1,22,1,9,0,0,0,0,34.23076923076923,1,3,11.096808988764046,12,4,50.12931034482759
857478939240955904,0,0.0,0.25231481481481477,0.034722222222222224,0.048611111111111105,0.037037037037037035,22,1981,0,0,0,0,0,0,0,1,1,0,0,0,1,104,1,53,0,0,0,0,46.06976744186046,1,3,10.89163048965169,12,4,50.13099041533546
857417141758435328,0,0.9285714285714284,0.0,0.0,0.27116402116402116,0.23809523809523808,21,787,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,31,0,0,0,0,34.21739130434783,1,3,11.031461245235068,12,4,50.144418872266975
857416784953188352,0,1.057692307692308,0.027972027972027975,0.0,0.10549450549450548,0.024725274725274728,23,488,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,10,0,0,0,0,40.666666666666664,1,6,11.245491803278682,12,4,50.13935969868173
857402097976963075,0,0.12499999999999999,0.13445378151260504,0.029185867895545312,0.2043010752688172,0.03361344537815126,10,267,0,0,0,0,0,0,0,1,0,0,0,0,1,18,1,3,0,0,0,0,53.4,1,2,7.650187265917602,12,4,50.033846153846156
857366516186173440,1,0.945054945054945,0.38978668390433097,0.2042735042735043,0.20217416991610543,0.0,24,676,0,0,0,0,0,0,0,1,0,0,0,0,1,32,1,13,0,0,0,0,56.333333333333336,1,1,9.760532544378695,12,4,50.094339622641506
857320960063655936,0,0.0,0.37606837606837606,0.18803418803418803,0.0,0.5079365079365079,17,297,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,8,0,0,0,0,11.88,1,5,9.762154882154878,6,2,50.101851851851855
857308307165466625,1,0.763888888888889,0.15151515151515152,0.04563492063492063,0.0,0.35149572649572647,25,347,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,18,0,0,0,0,31.545454545454547,1,4,12.814178674351588,12,4,50.19137466307278
857297814954659845,0,0.0,1.5545454545454542,0.09736842105263158,0.06439393939393939,0.050505050505050504,39,636,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,19,0,0,0,0,26.5,1,7,12.741886792452828,12,4,50.188998589562765
857258494491332609,1,0.0,0.09821428571428571,1.110576923076923,0.0,0.0,12,730,0,0,0,0,0,0,0,0,0,0,0,1,1,35,1,13,0,0,0,0,18.25,1,3,10.608767123287674,9,2,50.09432799013563
857258494168367104,0,0.0,1.5444444444444443,0.07500000000000001,0.2638888888888889,0.12146464646464647,27,170,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,7,0,0,0,0,24.285714285714285,1,6,10.478823529411766,11,3,50.0859375
857247620938559491,0,0.17777777777777778,0.719047619047619,0.0,0.26666666666666666,0.0,10,604,0,0,0,0,0,0,0,1,0,0,0,0,1,16,1,8,0,0,0,0,22.37037037037037,1,1,7.516357615894037,7,2,50.179799426934096
857139702989824003,0,0.0,0.0,0.0,0.11692307692307694,0.14835164835164835,14,490,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,9,0,0,0,0,23.333333333333332,1,1,10.495428571428569,10,3,50.166044776119406
857068231936364544,1,1.1034285714285712,0.11440860215053764,0.1847619047619048,0.21977425044091708,0.12676190476190477,41,391,0,4,0,0,0,0,0,1,0,1,1,0,1,21,1,9,0,0,1,1,21.72222222222222,1,3,12.38772378516624,11,3,50.245391705069125
857046844819558400,0,1.8000000000000007,0.05,0.0,0.06346153846153846,0.08703703703703704,30,1109,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,19,0,0,0,0,42.65384615384615,1,3,11.225284039675387,12,4,50.11341853035144
856986260447125505,1,0.14772727272727273,0.1616161616161616,0.0,0.47138047138047134,0.0,14,183,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,11.4375,1,4,8.955628415300545,6,2,50.18409090909091
856946762598277120,0,1.6041666666666667,0.04791666666666666,0.21874999999999997,0.039351851851851846,0.08680555555555555,25,417,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,3,0,0,0,0,29.785714285714285,1,3,14.693141486810546,12,4,50.12473794549266
856942406339637249,0,0.7291666666666667,0.2604723707664884,0.055596285434995105,0.04124579124579124,0.3399621212121212,48,1164,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,21,0,0,0,0,19.081967213114755,1,7,9.204776632302401,7,2,50.178905687545
856934629001056256,1,0.0,0.0,0.0,0.0,0.0,9,354,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,8,0,0,0,0,22.125,1,2,7.843841807909602,7,2,50.053884711779446
856928814936588289,1,1.2251984126984126,0.12152777777777776,0.160453216374269,0.0,0.0,17,890,0,1,0,0,0,0,0,0,0,0,0,0,1,36,1,23,1,1,0,0,15.084745762711865,1,5,8.380629213483147,7,2,50.11472081218274
856752936017416192,0,0.8,0.0,0.04285714285714286,0.05333333333333333,0.27058823529411763,12,932,0,2,0,0,0,0,0,1,0,0,0,0,1,61,1,19,0,0,0,0,37.28,1,2,12.389613733905577,12,4,50.136018957345975
856693259988611072,0,0.0,0.37962962962962965,0.42714285714285716,0.19417077175697864,0.20146520146520144,27,1154,0,1,0,0,0,0,0,0,0,0,0,0,1,38,1,32,1,2,0,0,42.74074074074074,1,5,8.775147313691505,12,4,50.118450184501846
856692779883388928,0,1.4722222222222225,0.1184640522875817,0.1964285714285714,0.05,0.06944444444444445,16,526,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,15,0,0,0,0,26.3,1,1,10.652395437262356,10,3,50.15635738831615
856681188328603650,0,0.24338624338624337,0.1037037037037037,0.37244444444444447,0.0365079365079365,0.09735449735449735,14,512,0,1,0,0,0,0,0,0,0,0,0,0,1,13,1,9,1,1,0,0,39.38461538461539,0,0,8.082421875000001,11,4,50.010416666666664
856664601269850112,0,1.7222222222222228,0.0,0.046296296296296294,0.0,0.10683760683760682,31,325,0,0,0,0,0,0,0,1,0,0,0,0,1,12,1,9,0,0,0,0,40.625,1,1,12.8352,12,4,50.16847826086956
856621318791462912,0,1.8039215686274512,0.0,0.12440838404327248,0.0,0.036274509803921565,29,200,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10,0,0,0,0,28.571428571428573,1,4,10.858799999999999,11,3,50.1063829787234
856562464070094848,0,0.0,0.3484848484848485,0.0,0.0,0.0,12,331,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,7,0,0,0,0,23.642857142857142,0,0,11.886163141993958,10,3,50.16713483146067
856492941795237888,0,0.26936026936026936,0.0,0.0,0.05218855218855219,0.05925925925925926,16,449,0,2,0,0,0,0,0,0,1,0,0,0,1,9,1,13,0,0,0,0,29.933333333333334,1,4,8.590734966592425,9,3,50.05512572533849
856474402157887488,0,0.26755952380952375,0.12605042016806722,0.6825396825396826,0.0,0.12318840579710144,16,283,0,4,0,0,0,0,0,0,0,0,0,0,1,7,1,6,0,0,0,0,40.42857142857143,1,1,9.66812720848056,12,4,50.135048231511256
856458143248908288,0,0.9589743589743589,0.1368945868945869,0.08984615384615385,0.54375,0.05096935584740463,25,298,0,0,0,0,0,0,0,1,0,0,0,0,1,14,1,4,0,0,0,0,42.57142857142857,1,3,10.65530201342282,12,4,50.111275964391695
856425253240786944,0,1.1383442265795207,0.06944444444444445,0.12314814814814815,0.048611111111111105,0.20202020202020202,12,104,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,20.8,1,1,11.328846153846154,9,3,50.151785714285715
856369615852756994,1,0.0,1.7181818181818183,0.09545454545454546,0.06397306397306397,0.0,20,427,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,16,0,0,0,0,32.84615384615385,1,4,12.65751756440281,12,4,50.13513513513514
856354300582297600,0,0.2363636363636364,0.15555555555555556,0.27011494252873564,0.0,0.22539682539682537,24,895,0,0,0,0,0,0,0,1,0,0,0,0,1,37,1,31,0,0,0,0,37.291666666666664,1,4,9.297966480446924,12,4,50.13231064237775
856286072996864001,0,0.5178571428571428,0.31018518518518523,0.0,0.10416666666666666,0.028409090909090908,10,381,0,1,0,0,0,0,0,0,0,0,0,0,1,25,1,11,0,0,0,0,38.1,1,1,12.529868766404196,12,4,50.15291262135922
856232580991025153,1,0.20555555555555555,0.38888888888888884,0.0,0.12962962962962962,0.0,14,152,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,3,0,0,0,0,10.133333333333333,1,1,9.827894736842104,6,2,50.25588235294118
856203524631384066,0,0.8054545454545454,0.10887445887445887,0.12727272727272726,0.11641414141414141,0.026877470355731223,24,515,0,1,0,0,0,0,0,0,0,0,0,0,1,22,1,14,1,1,0,0,42.916666666666664,1,3,8.560233009708739,12,4,50.0827868852459
856199512880230405,0,0.0,0.25252525252525254,0.98989898989899,0.03739316239316239,0.0,13,346,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,6,0,0,0,0,28.833333333333332,1,1,9.905317919075149,10,3,50.145502645502646
856198484495482880,1,0.24545454545454548,0.0,0.0,0.0,0.0,14,615,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,16,0,0,0,0,23.653846153846153,1,2,7.749788617886175,7,2,49.981751824817515
856161994419851265,1,1.16,1.3566666666666665,1.08,1.28,0.0,59,304,0,0,0,0,1,2,0,0,0,0,0,0,1,13,1,12,1,1,0,0,7.414634146341464,1,12,6.377763157894737,4,1,50.090643274853804
856113335783313408,0,0.6335978835978835,0.20254629629629628,0.0,0.19586894586894585,0.1074074074074074,16,591,0,1,0,0,0,0,0,0,0,0,0,0,1,15,1,31,0,0,0,0,45.46153846153846,0,0,10.799864636209811,12,4,50.153333333333336
856029381562683392,0,0.06162790697674419,0.0,0.30526315789473685,0.06388888888888888,0.12380952380952381,22,689,0,0,0,0,0,0,0,1,1,0,0,0,1,38,1,17,0,0,0,0,38.27777777777778,1,2,11.759941944847608,12,4,50.17700258397933
855965425993175040,1,0.05128205128205129,0.08391608391608392,0.03544494720965309,0.22073578595317728,0.2692307692307693,29,881,0,2,0,0,0,0,0,0,0,0,0,0,1,19,1,19,0,0,0,0,51.8235294117647,1,5,10.886401816118049,12,4,50.084396467124634
855955661787627521,0,0.18055555555555555,0.5277777777777778,0.0,0.08680555555555555,0.08496732026143791,13,487,0,0,0,0,0,0,0,0,0,1,1,0,1,11,1,16,0,0,0,0,11.878048780487806,1,2,8.548336755646815,5,1,50.19963702359347
855921918540746756,0,0.25,0.165,0.07469512195121951,0.0,0.0,14,1144,0,0,0,0,0,0,0,0,0,0,0,0,1,75,1,31,0,0,0,0,54.476190476190474,0,0,12.789370629370627,12,4,50.16125198098257
855917932014186496,0,0.0,0.0,0.0,0.0,0.0,7,294,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,11,0,0,0,0,29.4,0,0,8.233197278911565,9,3,50.03181818181818
